,lemma,pos,token,annotation
6743,!,.,!,O
6744,Have,VBP,Have,O
6745,mercy,VBN,mercy,O
6746,!,.,!,O
6747,','',',O
6748,Mrs.,NNP,Mrs.,O
6749,Stark,NNP,Stark,O
6750,took,VBD,took,O
6751,hold,NN,hold,O
6752,of,IN,of,O
6753,her,PRP$,her,O
6754,;,:,;,O
6755,roughly,RB,roughly,O
6756,enough,RB,enough,O
6757,",",",",",",O
6758,I,PRP,I,O
6759,thought,VBD,thought,O
6760,;,:,;,O
6761,but,CC,but,O
6762,she,PRP,she,O
6763,wa,VBD,was,O
6764,past,JJ,past,O
6765,Mrs.,NNP,Mrs.,O
6766,Stark,NNP,Stark,O
6767,'s,POS,'s,O
6768,management,NN,management,O
6769,",",",",",",O
6770,and,CC,and,O
6771,spoke,VBD,spoke,O
6772,to,TO,to,O
6773,me,PRP,me,O
6774,",",",",",",O
6775,in,IN,in,O
6776,a,DT,a,O
6777,kind,NN,kind,O
6778,of,IN,of,O
6779,wild,JJ,wild,O
6780,warning,NN,warning,O
6781,and,CC,and,O
6782,authority,NN,authority,O
6783,.,.,.,O
6784,'Hester,NN,'Hester,O
6785,!,.,!,O
6786,keep,VB,keep,O
6787,her,PRP$,her,O
6788,from,IN,from,O
6789,that,DT,that,O
6790,child,NN,child,O
6791,!,.,!,O
6792,It,PRP,It,O
6793,will,MD,will,O
6794,lure,VB,lure,O
6795,her,PRP$,her,O
6796,to,TO,to,O
6797,her,PRP$,her,O
6798,death,NN,death,O
6799,!,.,!,O
6800,That,IN,That,O
6801,evil,JJ,evil,O
6802,child,NN,child,O
6803,!,.,!,O
6804,Tell,NNP,Tell,O
6805,her,PRP$,her,O
6806,it,PRP,it,O
6807,is,VBZ,is,O
6808,a,DT,a,O
6809,wicked,JJ,wicked,O
6810,",",",",",",O
6811,naughty,JJ,naughty,O
6812,child,NN,child,O
6813,.,.,.,O
6814,','',',O
6815,Then,RB,Then,O
6816,",",",",",",O
6817,Mrs.,NNP,Mrs.,O
6818,Stark,NNP,Stark,O
6819,hurried,VBD,hurried,O
6820,me,PRP,me,O
6821,out,IN,out,O
6822,of,IN,of,O
6823,the,DT,the,O
6824,room,NN,room,O
6825,;,:,;,O
6826,where,WRB,where,O
6827,",",",",",",O
6828,indeed,RB,indeed,O
6829,",",",",",",O
6830,I,PRP,I,O
6831,wa,VBP,was,O
6832,glad,JJ,glad,O
6833,enough,RB,enough,O
6834,to,TO,to,O
6835,go,VB,go,O
6836,;,:,;,O
6837,but,CC,but,O
6838,Miss,NNP,Miss,O
6839,Furnivall,NNP,Furnivall,O
6840,kept,VBD,kept,O
6841,shrieking,VBG,shrieking,O
6842,out,RP,out,O
6843,",",",",",",O
6844,'Oh,PRP,'Oh,O
6845,",",",",",",O
6846,have,VBP,have,O
6847,mercy,VBN,mercy,O
6848,!,.,!,O
6849,Wilt,NNP,Wilt,O
6850,Thou,NNP,Thou,O
6851,never,RB,never,O
6852,forgive,VBP,forgive,O
6853,!,.,!,O
6854,It,PRP,It,O
6855,is,VBZ,is,O
6856,many,JJ,many,O
6857,a,DT,a,O
6858,long,JJ,long,O
6859,year,NN,year,O
6860,ago,RB,ago,O
6861,--,:,--,O
6862,','',',O
6863,I,PRP,I,O
6864,wa,VBP,was,O
6865,very,RB,very,O
6866,uneasy,JJ,uneasy,O
6867,in,IN,in,O
6868,my,PRP$,my,O
6869,mind,NN,mind,O
6870,after,IN,after,O
6871,that,DT,that,O
6872,.,.,.,O
6873,I,PRP,I,O
6874,durst,VBP,durst,O
6875,never,RB,never,O
6876,leave,VBP,leave,O
6877,Miss,NNP,Miss,O
6878,Rosamond,NNP,Rosamond,O
6879,",",",",",",O
6880,night,NN,night,O
6881,or,CC,or,O
6882,day,NN,day,O
6883,",",",",",",O
6884,for,IN,for,O
6885,fear,NN,fear,O
6886,lest,JJS,lest,O
6887,she,PRP,she,O
6888,might,MD,might,O
6889,slip,VB,slip,O
6890,off,RP,off,O
6891,again,RB,again,O
6892,",",",",",",O
6893,after,IN,after,O
6894,some,DT,some,O
6895,fancy,NN,fancy,O
6896,or,CC,or,O
6897,other,JJ,other,O
6898,;,:,;,O
6899,and,CC,and,O
6900,all,PDT,all,O
6901,the,DT,the,O
6902,more,RBR,more,O
6903,",",",",",",O
6904,because,IN,because,O
6905,I,PRP,I,O
6906,thought,VBD,thought,O
6907,I,PRP,I,O
6908,could,MD,could,O
6909,make,VB,make,O
6910,out,RP,out,O
6911,that,IN,that,O
6912,Miss,NNP,Miss,O
6913,Furnivall,NNP,Furnivall,O
6914,wa,NN,was,O
6915,crazy,NN,crazy,O
6916,",",",",",",O
6917,from,IN,from,O
6918,their,PRP$,their,O
6919,odd,JJ,odd,O
6920,way,NN,ways,O
6921,about,IN,about,O
6922,her,PRP$,her,O
6923,;,:,;,O
6924,and,CC,and,O
6925,I,PRP,I,O
6926,wa,VBP,was,O
6927,afraid,JJ,afraid,O
6928,lest,JJS,lest,O
6929,something,NN,something,O
6930,of,IN,of,O
6931,the,DT,the,O
6932,same,JJ,same,O
6933,kind,NN,kind,O
6934,(,(,(,O
6935,which,WDT,which,O
6936,might,MD,might,O
6937,be,VB,be,O
6938,in,IN,in,O
6939,the,DT,the,O
6940,family,NN,family,O
6941,",",",",",",O
6942,you,PRP,you,O
6943,know,VBP,know,O
6944,),),),O
6945,hung,NN,hung,O
6946,over,IN,over,O
6947,my,PRP$,my,O
6948,darling,NN,darling,O
6949,.,.,.,O
6950,And,CC,And,O
6951,the,DT,the,O
6952,great,JJ,great,O
6953,frost,NN,frost,O
6954,never,RB,never,O
6955,ceased,VBD,ceased,O
6956,all,DT,all,O
6957,this,DT,this,O
6958,time,NN,time,O
6959,;,:,;,O
6960,and,CC,and,O
6961,",",",",",",O
6962,whenever,WRB,whenever,O
6963,it,PRP,it,O
6964,wa,VBD,was,O
6965,a,DT,a,O
6966,more,RBR,more,O
6967,stormy,JJ,stormy,O
6968,night,NN,night,O
6969,than,IN,than,O
6970,usual,JJ,usual,O
6971,",",",",",",O
6972,between,IN,between,O
6973,the,DT,the,O
6974,gust,NN,gusts,O
6975,",",",",",",O
6976,and,CC,and,O
6977,through,IN,through,O
6978,the,DT,the,O
6979,wind,NN,wind,O
6980,",",",",",",O
6981,we,PRP,we,O
6982,heard,VBD,heard,O
6983,the,DT,the,O
6984,old,JJ,old,O
6985,lord,NN,lord,O
6986,playing,NN,playing,O
6987,on,IN,on,O
6988,the,DT,the,O
6989,great,JJ,great,O
6990,organ,NN,organ,O
6991,.,.,.,O
6992,But,CC,But,O
6993,",",",",",",O
6994,old,JJ,old,O
6995,lord,NN,lord,O
6996,",",",",",",O
6997,or,CC,or,O
6998,not,RB,not,O
6999,",",",",",",O
7000,wherever,WRB,wherever,O
7001,Miss,NNP,Miss,O
7002,Rosamond,NNP,Rosamond,O
7003,went,VBD,went,O
7004,",",",",",",O
7005,there,EX,there,O
7006,I,PRP,I,O
7007,followed,VBD,followed,O
7008,;,:,;,O
7009,for,IN,for,O
7010,my,PRP$,my,O
7011,love,NN,love,O
7012,for,IN,for,O
7013,her,PRP,her,O
7014,",",",",",",O
7015,pretty,RB,pretty,O
7016,",",",",",",O
7017,helpless,JJ,helpless,O
7018,orphan,NN,orphan,O
7019,",",",",",",O
7020,wa,RB,was,O
7021,stronger,JJR,stronger,O
7022,than,IN,than,O
7023,my,PRP$,my,O
7024,fear,NN,fear,O
7025,for,IN,for,O
7026,the,DT,the,O
7027,grand,JJ,grand,O
7028,and,CC,and,O
7029,terrible,JJ,terrible,O
7030,sound,NN,sound,O
7031,.,.,.,O
7032,Besides,IN,Besides,O
7033,",",",",",",O
7034,it,PRP,it,O
7035,rested,VBD,rested,O
7036,with,IN,with,O
7037,me,PRP,me,O
7038,to,TO,to,O
7039,keep,VB,keep,O
7040,her,PRP$,her,O
7041,cheerful,JJ,cheerful,O
7042,and,CC,and,O
7043,merry,NN,merry,O
7044,",",",",",",O
7045,a,DT,as,O
7046,beseemed,VBD,beseemed,O
7047,her,PRP$,her,O
7048,age,NN,age,O
7049,.,.,.,O
7050,So,IN,So,O
7051,we,PRP,we,O
7052,played,VBP,played,O
7053,together,RB,together,O
7054,",",",",",",O
7055,and,CC,and,O
7056,wandered,VBD,wandered,O
7057,together,RB,together,O
7058,",",",",",",O
7059,here,RB,here,O
7060,and,CC,and,O
7061,there,RB,there,O
7062,",",",",",",O
7063,and,CC,and,O
7064,everywhere,RB,everywhere,O
7065,;,:,;,O
7066,for,IN,for,O
7067,I,PRP,I,O
7068,never,RB,never,O
7069,dared,VBD,dared,O
7070,to,TO,to,O
7071,lose,VB,lose,O
7072,sight,NN,sight,O
7073,of,IN,of,O
7074,her,PRP$,her,O
7075,again,RB,again,O
7076,in,IN,in,O
7077,that,DT,that,O
7078,large,JJ,large,O
7079,and,CC,and,O
7080,rambling,VBG,rambling,O
7081,house,NN,house,O
7082,.,.,.,O
7083,And,CC,And,O
7084,so,IN,so,O
7085,it,PRP,it,O
7086,happened,VBD,happened,O
7087,",",",",",",O
7088,that,IN,that,O
7089,one,CD,one,O
7090,afternoon,NN,afternoon,O
7091,",",",",",",O
7092,not,RB,not,O
7093,long,RB,long,O
7094,before,IN,before,O
7095,Christmas-day,NNP,Christmas-day,O
7096,",",",",",",O
7097,we,PRP,we,O
7098,were,VBD,were,O
7099,playing,VBG,playing,O
7100,together,RB,together,O
7101,on,IN,on,O
7102,the,DT,the,O
7103,billiard-table,JJ,billiard-table,O
7104,in,IN,in,O
7105,the,DT,the,O
7106,great,JJ,great,O
7107,hall,NN,hall,O
7108,(,(,(,O
7109,not,RB,not,O
7110,that,IN,that,O
7111,we,PRP,we,O
7112,knew,VBD,knew,O
7113,the,DT,the,O
7114,right,JJ,right,O
7115,way,NN,way,O
7116,of,IN,of,O
7117,playing,NN,playing,O
7118,",",",",",",O
7119,but,CC,but,O
7120,she,PRP,she,O
7121,liked,VBD,liked,O
7122,to,TO,to,O
7123,roll,VB,roll,O
7124,the,DT,the,O
7125,smooth,JJ,smooth,O
7126,ivory,NN,ivory,O
7127,ball,NN,balls,O
7128,with,IN,with,O
7129,her,PRP$,her,O
7130,pretty,JJ,pretty,O
7131,hand,NN,hands,O
7132,",",",",",",O
7133,and,CC,and,O
7134,I,PRP,I,O
7135,liked,VBD,liked,O
7136,to,TO,to,O
7137,do,VB,do,O
7138,whatever,WDT,whatever,O
7139,she,PRP,she,O
7140,did,VBD,did,O
7141,),),),O
7142,;,:,;,O
7143,and,CC,and,O
7144,",",",",",",O
7145,by-and-by,JJ,by-and-by,O
7146,",",",",",",O
7147,without,IN,without,O
7148,our,PRP$,our,O
7149,noticing,VBG,noticing,O
7150,it,PRP,it,O
7151,",",",",",",O
7152,it,PRP,it,O
7153,grew,VBD,grew,O
7154,dusk,JJ,dusk,O
7155,indoors,NNS,indoors,O
7156,",",",",",",O
7157,though,IN,though,O
7158,it,PRP,it,O
7159,wa,WDT,was,O
7160,still,RB,still,O
7161,light,VBN,light,O
7162,in,IN,in,O
7163,the,DT,the,O
7164,open,JJ,open,O
7165,air,NN,air,O
7166,",",",",",",O
7167,and,CC,and,O
7168,I,PRP,I,O
7169,wa,VBP,was,O
7170,thinking,VBG,thinking,O
7171,of,IN,of,O
7172,taking,VBG,taking,O
7173,her,PRP$,her,O
7174,back,NN,back,O
7175,into,IN,into,O
7176,the,DT,the,O
7177,nursery,NN,nursery,O
7178,",",",",",",O
7179,when,WRB,when,O
7180,",",",",",",O
7181,all,DT,all,O
7182,of,IN,of,O
7183,a,DT,a,O
7184,sudden,JJ,sudden,O
7185,",",",",",",O
7186,she,PRP,she,O
7187,cried,VBD,cried,O
7188,out,RP,out,O
7189,",",",",",",O
7190,'Look,'','Look,O
7191,",",",",",",O
7192,Hester,NNP,Hester,O
7193,!,.,!,O
7194,look,NN,look,O
7195,!,.,!,O
7196,there,EX,there,O
7197,is,VBZ,is,O
7198,my,PRP$,my,O
7199,poor,JJ,poor,O
7200,little,JJ,little,O
7201,girl,NN,girl,O
7202,out,IN,out,O
7203,in,IN,in,O
7204,the,DT,the,O
7205,snow,NN,snow,O
7206,!,.,!,O
7207,','',',O
7208,I,PRP,I,O
7209,turned,VBD,turned,O
7210,towards,NNS,towards,O
7211,the,DT,the,O
7212,long,JJ,long,O
7213,narrow,NN,narrow,O
7214,window,NN,windows,O
7215,",",",",",",O
7216,and,CC,and,O
7217,there,RB,there,O
7218,",",",",",",O
7219,sure,JJ,sure,O
7220,enough,RB,enough,O
7221,",",",",",",O
7222,I,PRP,I,O
7223,saw,VBD,saw,O
7224,a,DT,a,O
7225,little,JJ,little,O
7226,girl,NN,girl,O
7227,",",",",",",O
7228,le,JJR,less,O
7229,than,IN,than,O
7230,my,PRP$,my,O
7231,Miss,JJ,Miss,O
7232,Rosamond,NNP,Rosamond,O
7233,--,:,--,O
7234,dressed,VBD,dressed,O
7235,all,DT,all,O
7236,unfit,JJ,unfit,O
7237,to,TO,to,O
7238,be,VB,be,O
7239,out-of-doors,NNS,out-of-doors,O
7240,such,JJ,such,O
7241,a,DT,a,O
7242,bitter,JJ,bitter,O
7243,night,NN,night,O
7244,--,:,--,O
7245,cry,NN,crying,O
7246,",",",",",",O
7247,and,CC,and,O
7248,beating,VBG,beating,O
7249,against,IN,against,O
7250,the,DT,the,O
7251,window-panes,NNS,window-panes,O
7252,",",",",",",O
7253,a,DT,as,O
7254,if,IN,if,O
7255,she,PRP,she,O
7256,wanted,VBD,wanted,O
7257,to,TO,to,O
7258,be,VB,be,O
7259,let,VBN,let,O
7260,in,IN,in,O
7261,.,.,.,O
7262,She,PRP,She,O
7263,seemed,VBD,seemed,O
7264,to,TO,to,O
7265,sob,VB,sob,O
7266,and,CC,and,O
7267,wail,VB,wail,O
7268,",",",",",",O
7269,till,VB,till,O
7270,Miss,NNP,Miss,O
7271,Rosamond,NNP,Rosamond,O
7272,could,MD,could,O
7273,bear,VB,bear,O
7274,it,PRP,it,O
7275,no,RB,no,O
7276,longer,RBR,longer,O
7277,",",",",",",O
7278,and,CC,and,O
7279,wa,RB,was,O
7280,flying,VBG,flying,O
7281,to,TO,to,O
7282,the,DT,the,O
7283,door,NN,door,O
7284,to,TO,to,O
7285,open,VB,open,O
7286,it,PRP,it,O
7287,",",",",",",O
7288,when,WRB,when,O
7289,",",",",",",O
7290,all,DT,all,O
7291,of,IN,of,O
7292,a,DT,a,O
7293,sudden,JJ,sudden,O
7294,",",",",",",O
7295,and,CC,and,O
7296,close,RB,close,O
7297,upon,IN,upon,O
7298,u,NN,us,O
7299,",",",",",",O
7300,the,DT,the,O
7301,great,JJ,great,O
7302,organ,NN,organ,O
7303,pealed,VBD,pealed,O
7304,out,RP,out,O
7305,so,RB,so,O
7306,loud,JJ,loud,O
7307,and,CC,and,O
7308,thundering,NN,thundering,O
7309,",",",",",",O
7310,it,PRP,it,O
7311,fairly,RB,fairly,O
7312,made,VBD,made,O
7313,me,PRP,me,O
7314,tremble,JJ,tremble,O
7315,;,:,;,O
7316,and,CC,and,O
7317,all,PDT,all,O
7318,the,DT,the,O
7319,more,RBR,more,O
7320,",",",",",",O
7321,when,WRB,when,O
7322,I,PRP,I,O
7323,remembered,VBD,remembered,O
7324,me,PRP,me,O
7325,that,IN,that,O
7326,",",",",",",O
7327,even,RB,even,O
7328,in,IN,in,O
7329,the,DT,the,O
7330,stillness,NN,stillness,O
7331,of,IN,of,O
7332,that,DT,that,O
7333,dead-cold,JJ,dead-cold,O
7334,weather,NN,weather,O
7335,",",",",",",O
7336,I,PRP,I,O
7337,had,VBD,had,O
7338,heard,VBN,heard,O
7339,no,DT,no,O
7340,sound,NN,sound,O
7341,of,IN,of,O
7342,little,JJ,little,O
7343,battering,JJ,battering,O
7344,hand,NN,hands,O
7345,upon,IN,upon,O
7346,the,DT,the,O
7347,windowglass,NN,windowglass,O
7348,",",",",",",O
7349,although,IN,although,O
7350,the,DT,the,O
7351,phantom,NN,phantom,O
7352,child,NN,child,O
7353,had,VBD,had,O
7354,seemed,VBN,seemed,O
7355,to,TO,to,O
7356,put,VB,put,O
7357,forth,RB,forth,O
7358,all,DT,all,O
7359,it,PRP,its,O
7360,force,NN,force,O
7361,;,:,;,O
7362,and,CC,and,O
7363,",",",",",",O
7364,although,IN,although,O
7365,I,PRP,I,O
7366,had,VBD,had,O
7367,seen,VBN,seen,O
7368,it,PRP,it,O
7369,wail,JJ,wail,O
7370,and,CC,and,O
7371,cry,NN,cry,O
7372,",",",",",",O
7373,no,DT,no,O
7374,faintest,JJS,faintest,O
7375,touch,NN,touch,O
7376,of,IN,of,O
7377,sound,NN,sound,O
7378,had,VBD,had,O
7379,fallen,VBN,fallen,O
7380,upon,IN,upon,O
7381,my,PRP$,my,O
7382,ear,NN,ears,O
7383,.,.,.,O
7384,Whether,CC,Whether,O
7385,I,PRP,I,O
7386,remembered,VBD,remembered,O
7387,all,PDT,all,O
7388,this,DT,this,O
7389,at,IN,at,O
7390,the,DT,the,O
7391,very,RB,very,O
7392,moment,NN,moment,O
7393,",",",",",",O
7394,I,PRP,I,O
7395,do,VBP,do,O
7396,not,RB,not,O
7397,know,VB,know,O
7398,;,:,;,O
7399,the,DT,the,O
7400,great,JJ,great,O
7401,organ,JJ,organ,O
7402,sound,NN,sound,O
7403,had,VBD,had,O
7404,so,RB,so,O
7405,stunned,VBN,stunned,O
7406,me,PRP,me,O
7407,into,IN,into,O
7408,terror,NN,terror,O
7409,;,:,;,O
7410,but,CC,but,O
7411,this,DT,this,O
7412,I,PRP,I,O
7413,know,VBP,know,O
7414,",",",",",",O
7415,I,PRP,I,O
7416,caught,VBD,caught,O
7417,up,RP,up,O
7418,Miss,NNP,Miss,O
7419,Rosamond,NNP,Rosamond,O
7420,before,IN,before,O
7421,she,PRP,she,O
7422,got,VBD,got,O
7423,the,DT,the,O
7424,hall-door,NN,hall-door,O
7425,opened,VBD,opened,O
7426,",",",",",",O
7427,and,CC,and,O
7428,clutched,VBD,clutched,O
7429,her,PRP,her,O
7430,",",",",",",O
7431,and,CC,and,O
7432,carried,VBD,carried,O
7433,her,PRP$,her,O
7434,away,RB,away,O
7435,",",",",",",O
7436,kicking,VBG,kicking,O
7437,and,CC,and,O
7438,screaming,VBG,screaming,O
7439,",",",",",",O
7440,into,IN,into,O
7441,the,DT,the,O
7442,large,JJ,large,O
7443,",",",",",",O
7444,bright,JJ,bright,O
7445,kitchen,NN,kitchen,O
7446,",",",",",",O
7447,where,WRB,where,O
7448,Dorothy,NNP,Dorothy,O
7449,and,CC,and,O
7450,Agnes,NNPS,Agnes,O
7451,were,VBD,were,O
7452,busy,JJ,busy,O
7453,with,IN,with,O
7454,their,PRP$,their,O
7455,mince-pies,NNS,mince-pies,O
7456,.,.,.,O
7457,'What,WDT,'What,O
7458,is,VBZ,is,O
7459,the,DT,the,O
7460,matter,NN,matter,O
7461,with,IN,with,O
7462,my,PRP$,my,O
7463,sweet,NN,sweet,O
7464,one,CD,one,O
7465,?,.,?,O
7466,','',',O
7467,cried,VBD,cried,O
7468,Dorothy,NNP,Dorothy,O
7469,",",",",",",O
7470,a,DT,as,O
7471,I,PRP,I,O
7472,bore,VBP,bore,O
7473,in,IN,in,O
7474,Miss,NNP,Miss,O
7475,Rosamond,NNP,Rosamond,O
7476,",",",",",",O
7477,who,WP,who,O
7478,wa,VBD,was,O
7479,sobbing,VBG,sobbing,O
7480,a,DT,as,O
7481,if,IN,if,O
7482,her,PRP$,her,O
7483,heart,NN,heart,O
7484,would,MD,would,O
7485,break,VB,break,O
7486,.,.,.,O
7487,'She,PRP,'She,O
7488,wo,MD,wo,O
7489,n't,RB,n't,O
7490,let,VB,let,O
7491,me,PRP,me,O
7492,open,VB,open,O
7493,the,DT,the,O
7494,door,NN,door,O
7495,for,IN,for,O
7496,my,PRP$,my,O
7497,little,JJ,little,O
7498,girl,NN,girl,O
7499,to,TO,to,O
7500,come,VB,come,O
7501,in,IN,in,O
7502,;,:,;,O
7503,and,CC,and,O
7504,she,PRP,she,O
7505,'ll,MD,'ll,O
7506,die,VB,die,O
7507,if,IN,if,O
7508,she,PRP,she,O
7509,is,VBZ,is,O
7510,out,RP,out,O
7511,on,IN,on,O
7512,the,DT,the,O
7513,Fells,NNP,Fells,O
7514,all,DT,all,O
7515,night,NN,night,O
7516,.,.,.,O
7517,Cruel,NNP,Cruel,O
7518,",",",",",",O
7519,naughty,RB,naughty,O
7520,Hester,NNP,Hester,O
7521,",",",",",",O
7522,','',',O
7523,she,PRP,she,O
7524,said,VBD,said,O
7525,",",",",",",O
7526,slapping,VBG,slapping,O
7527,me,PRP,me,O
7528,;,:,;,O
7529,but,CC,but,O
7530,she,PRP,she,O
7531,might,MD,might,O
7532,have,VB,have,O
7533,struck,VBN,struck,O
7534,harder,JJR,harder,O
7535,",",",",",",O
7536,for,IN,for,O
7537,I,PRP,I,O
7538,had,VBD,had,O
7539,seen,VBN,seen,O
7540,a,DT,a,O
7541,look,NN,look,O
7542,of,IN,of,O
7543,ghastly,RB,ghastly,O
7544,terror,VBN,terror,O
7545,on,IN,on,O
7546,Dorothy,NNP,Dorothy,O
7547,'s,POS,'s,O
7548,face,NN,face,O
7549,",",",",",",O
7550,which,WDT,which,O
7551,made,VBD,made,O
7552,my,PRP$,my,O
7553,very,RB,very,O
7554,blood,JJ,blood,O
7555,run,NN,run,O
7556,cold,NN,cold,O
7557,.,.,.,O
7558,'Shut,VB,'Shut,O
7559,the,DT,the,O
7560,back-kitchen,JJ,back-kitchen,O
7561,door,NN,door,O
7562,fast,NN,fast,O
7563,",",",",",",O
7564,and,CC,and,O
7565,bolt,VB,bolt,O
7566,it,PRP,it,O
7567,well,RB,well,O
7568,",",",",",",O
7569,','',',O
7570,said,VBD,said,O
7571,she,PRP,she,O
7572,to,TO,to,O
7573,Agnes,NNPS,Agnes,O
7574,.,.,.,O
7575,She,PRP,She,O
7576,said,VBD,said,O
7577,no,DT,no,O
7578,more,RBR,more,O
7579,;,:,;,O
7580,she,PRP,she,O
7581,gave,VBD,gave,O
7582,me,PRP,me,O
7583,raisin,NN,raisins,O
7584,and,CC,and,O
7585,almond,NN,almonds,O
7586,to,TO,to,O
7587,quiet,VB,quiet,O
7588,Miss,NNP,Miss,O
7589,Rosamond,NNP,Rosamond,O
7590,;,:,;,O
7591,but,CC,but,O
7592,she,PRP,she,O
7593,sobbed,VBD,sobbed,O
7594,about,IN,about,O
7595,the,DT,the,O
7596,little,JJ,little,O
7597,girl,NN,girl,O
7598,in,IN,in,O
7599,the,DT,the,O
7600,snow,NN,snow,O
7601,",",",",",",O
7602,and,CC,and,O
7603,would,MD,would,O
7604,not,RB,not,O
7605,touch,VB,touch,O
7606,any,DT,any,O
7607,of,IN,of,O
7608,the,DT,the,O
7609,good,JJ,good,O
7610,thing,NN,things,O
7611,.,.,.,O
7612,I,PRP,I,O
7613,wa,VBP,was,O
7614,thankful,JJ,thankful,O
7615,when,WRB,when,O
7616,she,PRP,she,O
7617,cried,VBD,cried,O
7618,herself,PRP,herself,O
7619,to,TO,to,O
7620,sleep,VB,sleep,O
7621,in,IN,in,O
7622,bed,NN,bed,O
7623,.,.,.,O
7624,Then,RB,Then,O
7625,I,PRP,I,O
7626,stole,VBP,stole,O
7627,down,RB,down,O
7628,to,TO,to,O
7629,the,DT,the,O
7630,kitchen,NN,kitchen,O
7631,",",",",",",O
7632,and,CC,and,O
7633,told,VBD,told,O
7634,Dorothy,NNP,Dorothy,O
7635,I,PRP,I,O
7636,had,VBD,had,O
7637,made,VBN,made,O
7638,up,RP,up,O
7639,my,PRP$,my,O
7640,mind,NN,mind,O
7641,.,.,.,O
7642,I,PRP,I,O
7643,would,MD,would,O
7644,carry,VB,carry,O
7645,my,PRP$,my,O
7646,darling,VBG,darling,O
7647,back,RB,back,O
7648,to,TO,to,O
7649,my,PRP$,my,O
7650,father,NN,father,O
7651,'s,POS,'s,O
7652,house,NN,house,O
7653,in,IN,in,O
7654,Applethwaite,NNP,Applethwaite,O
7655,;,:,;,O
7656,where,WRB,where,O
7657,",",",",",",O
7658,if,IN,if,O
7659,we,PRP,we,O
7660,lived,VBD,lived,O
7661,humbly,RB,humbly,O
7662,",",",",",",O
7663,we,PRP,we,O
7664,lived,VBD,lived,O
7665,at,IN,at,O
7666,peace,NN,peace,O
7667,.,.,.,O
7668,I,PRP,I,O
7669,said,VBD,said,O
7670,I,PRP,I,O
7671,had,VBD,had,O
7672,been,VBN,been,O
7673,frightened,VBN,frightened,O
7674,enough,RB,enough,O
7675,with,IN,with,O
7676,the,DT,the,O
7677,old,JJ,old,O
7678,lord,NN,lord,O
7679,'s,POS,'s,O
7680,organ-playing,JJ,organ-playing,O
7681,;,:,;,O
7682,but,CC,but,O
7683,now,RB,now,O
7684,that,IN,that,O
7685,I,PRP,I,O
7686,had,VBD,had,O
7687,seen,VBN,seen,O
7688,for,IN,for,O
7689,myself,PRP,myself,O
7690,this,DT,this,O
7691,little,JJ,little,O
7692,moaning,NN,moaning,O
7693,child,NN,child,O
7694,",",",",",",O
7695,all,DT,all,O
7696,decked,VBN,decked,O
7697,out,RP,out,O
7698,a,DT,as,O
7699,no,DT,no,O
7700,child,NN,child,O
7701,in,IN,in,O
7702,the,DT,the,O
7703,neighbourhood,NN,neighbourhood,O
7704,could,MD,could,O
7705,be,VB,be,O
7706,",",",",",",O
7707,beating,VBG,beating,O
7708,and,CC,and,O
7709,battering,VBG,battering,O
7710,to,TO,to,O
7711,get,VB,get,O
7712,in,IN,in,O
7713,",",",",",",O
7714,yet,CC,yet,O
7715,always,RB,always,O
7716,without,IN,without,O
7717,any,DT,any,O
7718,sound,NN,sound,O
7719,or,CC,or,O
7720,noise,NN,noise,O
7721,--,:,--,O
7722,with,IN,with,O
7723,the,DT,the,O
7724,dark,NN,dark,O
7725,wound,NN,wound,O
7726,on,IN,on,O
7727,it,PRP,its,O
7728,right,JJ,right,O
7729,shoulder,NN,shoulder,O
7730,;,:,;,O
7731,and,CC,and,O
7732,that,IN,that,O
7733,Miss,NNP,Miss,O
7734,Rosamond,NNP,Rosamond,O
7735,had,VBD,had,O
7736,known,VBN,known,O
7737,it,PRP,it,O
7738,again,RB,again,O
7739,for,IN,for,O
7740,the,DT,the,O
7741,phantom,NN,phantom,O
7742,that,WDT,that,O
7743,had,VBD,had,O
7744,nearly,RB,nearly,O
7745,lured,VBN,lured,O
7746,her,PRP,her,O
7747,to,TO,to,O
7748,her,PRP$,her,O
7749,death,NN,death,O
7750,(,(,(,O
7751,which,WDT,which,O
7752,Dorothy,NNP,Dorothy,O
7753,knew,VBD,knew,O
7754,wa,JJ,was,O
7755,true,JJ,true,O
7756,),),),O
7757,;,:,;,O
7758,I,PRP,I,O
7759,would,MD,would,O
7760,stand,VB,stand,O
7761,it,PRP,it,O
7762,no,RB,no,O
7763,longer,RBR,longer,O
7764,.,.,.,O
7765,I,PRP,I,O
7766,saw,VBD,saw,O
7767,Dorothy,NNP,Dorothy,O
7768,change,VB,change,O
7769,colour,NN,colour,O
7770,once,RB,once,O
7771,or,CC,or,O
7772,twice,RB,twice,O
7773,.,.,.,O
7774,When,WRB,When,O
7775,I,PRP,I,O
7776,had,VBD,had,O
7777,done,VBN,done,O
7778,",",",",",",O
7779,she,PRP,she,O
7780,told,VBD,told,O
7781,me,PRP,me,O
7782,she,PRP,she,O
7783,did,VBD,did,O
7784,not,RB,not,O
7785,think,VB,think,O
7786,I,PRP,I,O
7787,could,MD,could,O
7788,take,VB,take,O
7789,Miss,NNP,Miss,O
7790,Rosamond,NNP,Rosamond,O
7791,with,IN,with,O
7792,me,PRP,me,O
7793,",",",",",",O
7794,for,IN,for,O
7795,that,DT,that,O
7796,she,PRP,she,O
7797,wa,VBD,was,O
